0.01 0.01 0.012698
0.01 0.01 0.012701
0.03 0.01 0.012671
0.04 0.01 0.012604
0.04 0.01 0.012505
0.06 0.01 0.012380
0.07 0.01 0.012236
0.07 0.01 0.012078
0.09 0.01 0.011912
0.10 0.01 0.011743
0.10 0.01 0.011574
0.12 0.01 0.011409
0.12 0.01 0.011249
0.14 0.01 0.011098
0.14 0.01 0.010958
0.15 0.01 0.010828
0.17 0.01 0.010712
0.18 0.01 0.010609
0.18 0.01 0.010521
0.20 0.01 0.010448
0.21 0.01 0.010390
0.21 0.01 0.010348
0.23 0.01 0.010322
0.24 0.01 0.010313
0.24 0.01 0.010320
0.26 0.01 0.010343
0.27 0.01 0.010382
0.28 0.01 0.010438
0.29 0.01 0.010510
0.29 0.01 0.010598
0.30 0.01 0.010702
0.32 0.01 0.010823
0.33 0.01 0.010959
0.34 0.01 0.011111
0.35 0.01 0.011279
0.35 0.01 0.011462
0.36 0.01 0.011661
0.38 0.01 0.011874
0.39 0.01 0.012101
0.40 0.01 0.012343
0.41 0.01 0.012598
0.42 0.01 0.012867
0.42 0.01 0.013147
0.43 0.01 0.013440
0.45 0.01 0.013743
0.46 0.01 0.014057
0.47 0.01 0.014379
0.48 0.01 0.014710
0.48 0.01 0.015047
0.49 0.01 0.015390
0.51 0.01 0.015737
0.52 0.01 0.016086
0.53 0.01 0.016436
0.54 0.01 0.016786
0.55 0.01 0.017133
0.56 0.01 0.017477
0.57 0.01 0.017814
0.58 0.01 0.018144
0.58 0.01 0.018464
0.59 0.01 0.018773
0.60 0.01 0.019069
0.61 0.01 0.019350
0.62 0.01 0.019614
0.64 0.01 0.019861
0.65 0.01 0.020087
0.66 0.01 0.020293
0.67 0.01 0.020476
0.68 0.01 0.020635
0.69 0.01 0.020770
0.70 0.01 0.020879
0.70 0.01 0.020963
0.71 0.01 0.021020
0.72 0.01 0.021051
0.73 0.01 0.021055
0.74 0.01 0.021033
0.76 0.01 0.020986
0.77 0.01 0.020915
0.78 0.01 0.020820
0.79 0.01 0.020703
0.80 0.01 0.020565
0.81 0.01 0.020409
0.82 0.01 0.020237
0.83 0.01 0.020050
0.83 0.01 0.019851
0.84 0.01 0.019643
0.85 0.01 0.019428
0.86 0.01 0.019210
0.88 0.01 0.018992
0.89 0.01 0.018777
0.90 0.01 0.018568
0.91 0.01 0.018369
0.92 0.01 0.018185
0.93 0.01 0.018018
0.94 0.01 0.017872
0.95 0.01 0.017752
0.96 0.01 0.017661
0.96 0.01 0.017602
0.97 0.01 0.017574
0.98 0.01 0.017575
0.99 0.01 0.017593

0.01 0.01 0.012695
0.01 0.01 0.012698
0.03 0.01 0.012669
0.04 0.01 0.012609
0.04 0.01 0.012522
0.06 0.01 0.012412
0.07 0.01 0.012285
0.07 0.01 0.012145
0.09 0.01 0.011997
0.10 0.01 0.011845
0.10 0.01 0.011693
0.12 0.01 0.011544
0.12 0.01 0.011399
0.14 0.01 0.011261
0.14 0.01 0.011132
0.15 0.01 0.011014
0.17 0.01 0.010907
0.18 0.01 0.010813
0.18 0.01 0.010731
0.20 0.01 0.010664
0.21 0.01 0.010611
0.21 0.01 0.010573
0.23 0.01 0.010550
0.24 0.01 0.010542
0.24 0.01 0.010550
0.26 0.01 0.010573
0.27 0.01 0.010611
0.28 0.01 0.010665
0.29 0.01 0.010735
0.29 0.01 0.010820
0.30 0.01 0.010920
0.32 0.01 0.011036
0.33 0.01 0.011166
0.34 0.01 0.011312
0.35 0.01 0.011473
0.35 0.01 0.011649
0.36 0.01 0.011838
0.38 0.01 0.012042
0.39 0.01 0.012260
0.40 0.01 0.012491
0.41 0.01 0.012735
0.42 0.01 0.012992
0.42 0.01 0.013260
0.43 0.01 0.013540
0.45 0.01 0.013829
0.46 0.01 0.014128
0.47 0.01 0.014436
0.48 0.01 0.014751
0.48 0.01 0.015073
0.49 0.01 0.015399
0.51 0.01 0.015730
0.52 0.01 0.016062
0.53 0.01 0.016396
0.54 0.01 0.016728
0.55 0.01 0.017059
0.56 0.01 0.017385
0.57 0.01 0.017705
0.58 0.01 0.018018
0.58 0.01 0.018323
0.59 0.01 0.018616
0.60 0.01 0.018897
0.61 0.01 0.019163
0.62 0.01 0.019414
0.64 0.01 0.019648
0.65 0.01 0.019863
0.66 0.01 0.020058
0.67 0.01 0.020231
0.68 0.01 0.020383
0.69 0.01 0.020511
0.70 0.01 0.020615
0.70 0.01 0.020695
0.71 0.01 0.020751
0.72 0.01 0.020781
0.73 0.01 0.020787
0.74 0.01 0.020768
0.76 0.01 0.020726
0.77 0.01 0.020661
0.78 0.01 0.020574
0.79 0.01 0.020467
0.80 0.01 0.020340
0.81 0.01 0.020197
0.82 0.01 0.020038
0.83 0.01 0.019866
0.83 0.01 0.019683
0.84 0.01 0.019491
0.85 0.01 0.019294
0.86 0.01 0.019094
0.88 0.01 0.018895
0.89 0.01 0.018698
0.90 0.01 0.018507
0.91 0.01 0.018327
0.92 0.01 0.018159
0.93 0.01 0.018007
0.94 0.01 0.017875
0.95 0.01 0.017766
0.96 0.01 0.017682
0.96 0.01 0.017625
0.97 0.01 0.017596
0.98 0.01 0.017593
0.99 0.01 0.017611

0.01 0.03 0.012725
0.01 0.03 0.012727
0.03 0.03 0.012698
0.04 0.03 0.012641
0.04 0.03 0.012561
0.06 0.03 0.012461
0.07 0.03 0.012346
0.07 0.03 0.012220
0.09 0.03 0.012086
0.10 0.03 0.011948
0.10 0.03 0.011810
0.12 0.03 0.011673
0.12 0.03 0.011541
0.14 0.03 0.011415
0.14 0.03 0.011297
0.15 0.03 0.011188
0.17 0.03 0.011089
0.18 0.03 0.011003
0.18 0.03 0.010928
0.20 0.03 0.010866
0.21 0.03 0.010818
0.21 0.03 0.010783
0.23 0.03 0.010762
0.24 0.03 0.010756
0.24 0.03 0.010764
0.26 0.03 0.010787
0.27 0.03 0.010825
0.28 0.03 0.010877
0.29 0.03 0.010944
0.29 0.03 0.011026
0.30 0.03 0.011122
0.32 0.03 0.011233
0.33 0.03 0.011358
0.34 0.03 0.011498
0.35 0.03 0.011652
0.35 0.03 0.011820
0.36 0.03 0.012002
0.38 0.03 0.012197
0.39 0.03 0.012405
0.40 0.03 0.012627
0.41 0.03 0.012860
0.42 0.03 0.013105
0.42 0.03 0.013362
0.43 0.03 0.013629
0.45 0.03 0.013906
0.46 0.03 0.014191
0.47 0.03 0.014485
0.48 0.03 0.014786
0.48 0.03 0.015093
0.49 0.03 0.015405
0.51 0.03 0.015720
0.52 0.03 0.016038
0.53 0.03 0.016356
0.54 0.03 0.016673
0.55 0.03 0.016987
0.56 0.03 0.017298
0.57 0.03 0.017604
0.58 0.03 0.017902
0.58 0.03 0.018191
0.59 0.03 0.018471
0.60 0.03 0.018738
0.61 0.03 0.018992
0.62 0.03 0.019230
0.64 0.03 0.019453
0.65 0.03 0.019657
0.66 0.03 0.019843
0.67 0.03 0.020009
0.68 0.03 0.020153
0.69 0.03 0.020275
0.70 0.03 0.020375
0.70 0.03 0.020452
0.71 0.03 0.020506
0.72 0.03 0.020536
0.73 0.03 0.020543
0.74 0.03 0.020527
0.76 0.03 0.020488
0.77 0.03 0.020429
0.78 0.03 0.020349
0.79 0.03 0.020249
0.80 0.03 0.020132
0.81 0.03 0.019999
0.82 0.03 0.019852
0.83 0.03 0.019692
0.83 0.03 0.019523
0.84 0.03 0.019346
0.85 0.03 0.019164
0.86 0.03 0.018979
0.88 0.03 0.018794
0.89 0.03 0.018613
0.90 0.03 0.018437
0.91 0.03 0.018271
0.92 0.03 0.018116
0.93 0.03 0.017977
0.94 0.03 0.017855
0.95 0.03 0.017754
0.96 0.03 0.017675
0.96 0.03 0.017621
0.97 0.03 0.017593
0.98 0.03 0.017590
0.99 0.03 0.017613

0.01 0.04 0.012793
0.01 0.04 0.012787
0.03 0.04 0.012754
0.04 0.04 0.012697
0.04 0.04 0.012620
0.06 0.04 0.012526
0.07 0.04 0.012419
0.07 0.04 0.012302
0.09 0.04 0.012179
0.10 0.04 0.012052
0.10 0.04 0.011924
0.12 0.04 0.011799
0.12 0.04 0.011677
0.14 0.04 0.011560
0.14 0.04 0.011451
0.15 0.04 0.011351
0.17 0.04 0.011260
0.18 0.04 0.011180
0.18 0.04 0.011111
0.20 0.04 0.011054
0.21 0.04 0.011010
0.21 0.04 0.010978
0.23 0.04 0.010960
0.24 0.04 0.010955
0.24 0.04 0.010964
0.26 0.04 0.010986
0.27 0.04 0.011023
0.28 0.04 0.011073
0.29 0.04 0.011138
0.29 0.04 0.011216
0.30 0.04 0.011309
0.32 0.04 0.011415
0.33 0.04 0.011535
0.34 0.04 0.011669
0.35 0.04 0.011816
0.35 0.04 0.011977
0.36 0.04 0.012151
0.38 0.04 0.012338
0.39 0.04 0.012537
0.40 0.04 0.012749
0.41 0.04 0.012972
0.42 0.04 0.013207
0.42 0.04 0.013452
0.43 0.04 0.013708
0.45 0.04 0.013972
0.46 0.04 0.014246
0.47 0.04 0.014527
0.48 0.04 0.014815
0.48 0.04 0.015108
0.49 0.04 0.015406
0.51 0.04 0.015708
0.52 0.04 0.016011
0.53 0.04 0.016315
0.54 0.04 0.016618
0.55 0.04 0.016919
0.56 0.04 0.017216
0.57 0.04 0.017508
0.58 0.04 0.017793
0.58 0.04 0.018070
0.59 0.04 0.018336
0.60 0.04 0.018592
0.61 0.04 0.018834
0.62 0.04 0.019062
0.64 0.04 0.019275
0.65 0.04 0.019470
0.66 0.04 0.019648
0.67 0.04 0.019806
0.68 0.04 0.019944
0.69 0.04 0.020061
0.70 0.04 0.020157
0.70 0.04 0.020231
0.71 0.04 0.020283
0.72 0.04 0.020313
0.73 0.04 0.020320
0.74 0.04 0.020306
0.76 0.04 0.020271
0.77 0.04 0.020216
0.78 0.04 0.020141
0.79 0.04 0.020049
0.80 0.04 0.019940
0.81 0.04 0.019815
0.82 0.04 0.019678
0.83 0.04 0.019529
0.83 0.04 0.019371
0.84 0.04 0.019205
0.85 0.04 0.019035
0.86 0.04 0.018863
0.88 0.04 0.018691
0.89 0.04 0.018522
0.90 0.04 0.018358
0.91 0.04 0.018203
0.92 0.04 0.018059
0.93 0.04 0.017928
0.94 0.04 0.017814
0.95 0.04 0.017719
0.96 0.04 0.017644
0.96 0.04 0.017592
0.97 0.04 0.017564
0.98 0.04 0.017561
0.99 0.04 0.017586

0.01 0.04 0.012893
0.01 0.04 0.012876
0.03 0.04 0.012835
0.04 0.04 0.012774
0.04 0.04 0.012696
0.06 0.04 0.012604
0.07 0.04 0.012501
0.07 0.04 0.012390
0.09 0.04 0.012274
0.10 0.04 0.012156
0.10 0.04 0.012037
0.12 0.04 0.011920
0.12 0.04 0.011806
0.14 0.04 0.011698
0.14 0.04 0.011597
0.15 0.04 0.011504
0.17 0.04 0.011420
0.18 0.04 0.011345
0.18 0.04 0.011281
0.20 0.04 0.011229
0.21 0.04 0.011188
0.21 0.04 0.011159
0.23 0.04 0.011143
0.24 0.04 0.011139
0.24 0.04 0.011148
0.26 0.04 0.011171
0.27 0.04 0.011206
0.28 0.04 0.011255
0.29 0.04 0.011317
0.29 0.04 0.011392
0.30 0.04 0.011480
0.32 0.04 0.011582
0.33 0.04 0.011697
0.34 0.04 0.011825
0.35 0.04 0.011966
0.35 0.04 0.012120
0.36 0.04 0.012286
0.38 0.04 0.012465
0.39 0.04 0.012656
0.40 0.04 0.012858
0.41 0.04 0.013072
0.42 0.04 0.013297
0.42 0.04 0.013531
0.43 0.04 0.013776
0.45 0.04 0.014030
0.46 0.04 0.014291
0.47 0.04 0.014561
0.48 0.04 0.014836
0.48 0.04 0.015117
0.49 0.04 0.015403
0.51 0.04 0.015692
0.52 0.04 0.015983
0.53 0.04 0.016274
0.54 0.04 0.016565
0.55 0.04 0.016853
0.56 0.04 0.017138
0.57 0.04 0.017418
0.58 0.04 0.017691
0.58 0.04 0.017956
0.59 0.04 0.018212
0.60 0.04 0.018456
0.61 0.04 0.018689
0.62 0.04 0.018908
0.64 0.04 0.019111
0.65 0.04 0.019299
0.66 0.04 0.019469
0.67 0.04 0.019621
0.68 0.04 0.019754
0.69 0.04 0.019867
0.70 0.04 0.019959
0.70 0.04 0.020030
0.71 0.04 0.020080
0.72 0.04 0.020110
0.73 0.04 0.020118
0.74 0.04 0.020105
0.76 0.04 0.020073
0.77 0.04 0.020021
0.78 0.04 0.019951
0.79 0.04 0.019864
0.80 0.04 0.019761
0.81 0.04 0.019644
0.82 0.04 0.019514
0.83 0.04 0.019374
0.83 0.04 0.019225
0.84 0.04 0.019069
0.85 0.04 0.018909
0.86 0.04 0.018746
0.88 0.04 0.018584
0.89 0.04 0.018425
0.90 0.04 0.018270
0.91 0.04 0.018124
0.92 0.04 0.017988
0.93 0.04 0.017864
0.94 0.04 0.017755
0.95 0.04 0.017663
0.96 0.04 0.017590
0.96 0.04 0.017539
0.97 0.04 0.017510
0.98 0.04 0.017505
0.99 0.04 0.017527

0.01 0.06 0.013020
0.01 0.06 0.012987
0.03 0.06 0.012935
0.04 0.06 0.012867
0.04 0.06 0.012786
0.06 0.06 0.012693
0.07 0.06 0.012592
0.07 0.06 0.012484
0.09 0.06 0.012373
0.10 0.06 0.012260
0.10 0.06 0.012147
0.12 0.06 0.012037
0.12 0.06 0.011930
0.14 0.06 0.011829
0.14 0.06 0.011734
0.15 0.06 0.011647
0.17 0.06 0.011568
0.18 0.06 0.011499
0.18 0.06 0.011439
0.20 0.06 0.011390
0.21 0.06 0.011352
0.21 0.06 0.011326
0.23 0.06 0.011311
0.24 0.06 0.011309
0.24 0.06 0.011318
0.26 0.06 0.011340
0.27 0.06 0.011374
0.28 0.06 0.011421
0.29 0.06 0.011480
0.29 0.06 0.011552
0.30 0.06 0.011637
0.32 0.06 0.011734
0.33 0.06 0.011844
0.34 0.06 0.011967
0.35 0.06 0.012101
0.35 0.06 0.012248
0.36 0.06 0.012408
0.38 0.06 0.012579
0.39 0.06 0.012761
0.40 0.06 0.012955
0.41 0.06 0.013159
0.42 0.06 0.013374
0.42 0.06 0.013599
0.43 0.06 0.013834
0.45 0.06 0.014077
0.46 0.06 0.014328
0.47 0.06 0.014586
0.48 0.06 0.014851
0.48 0.06 0.015120
0.49 0.06 0.015395
0.51 0.06 0.015672
0.52 0.06 0.015952
0.53 0.06 0.016232
0.54 0.06 0.016511
0.55 0.06 0.016788
0.56 0.06 0.017062
0.57 0.06 0.017331
0.58 0.06 0.017594
0.58 0.06 0.017849
0.59 0.06 0.018095
0.60 0.06 0.018331
0.61 0.06 0.018554
0.62 0.06 0.018765
0.64 0.06 0.018961
0.65 0.06 0.019142
0.66 0.06 0.019306
0.67 0.06 0.019453
0.68 0.06 0.019581
0.69 0.06 0.019689
0.70 0.06 0.019779
0.70 0.06 0.019848
0.71 0.06 0.019897
0.72 0.06 0.019925
0.73 0.06 0.019934
0.74 0.06 0.019922
0.76 0.06 0.019892
0.77 0.06 0.019843
0.78 0.06 0.019776
0.79 0.06 0.019693
0.80 0.06 0.019596
0.81 0.06 0.019484
0.82 0.06 0.019361
0.83 0.06 0.019227
0.83 0.06 0.019085
0.84 0.06 0.018936
0.85 0.06 0.018784
0.86 0.06 0.018629
0.88 0.06 0.018475
0.89 0.06 0.018323
0.90 0.06 0.018175
0.91 0.06 0.018035
0.92 0.06 0.017904
0.93 0.06 0.017784
0.94 0.06 0.017679
0.95 0.06 0.017588
0.96 0.06 0.017516
0.96 0.06 0.017463
0.97 0.06 0.017431
0.98 0.06 0.017422
0.99 0.06 0.017438

0.01 0.07 0.013169
0.01 0.07 0.013117
0.03 0.07 0.013052
0.04 0.07 0.012974
0.04 0.07 0.012886
0.06 0.07 0.012790
0.07 0.07 0.012688
0.07 0.07 0.012581
0.09 0.07 0.012473
0.10 0.07 0.012363
0.10 0.07 0.012255
0.12 0.07 0.012149
0.12 0.07 0.012048
0.14 0.07 0.011952
0.14 0.07 0.011862
0.15 0.07 0.011780
0.17 0.07 0.011706
0.18 0.07 0.011640
0.18 0.07 0.011585
0.20 0.07 0.011539
0.21 0.07 0.011504
0.21 0.07 0.011479
0.23 0.07 0.011466
0.24 0.07 0.011463
0.24 0.07 0.011473
0.26 0.07 0.011494
0.27 0.07 0.011527
0.28 0.07 0.011572
0.29 0.07 0.011629
0.29 0.07 0.011698
0.30 0.07 0.011778
0.32 0.07 0.011871
0.33 0.07 0.011976
0.34 0.07 0.012093
0.35 0.07 0.012222
0.35 0.07 0.012362
0.36 0.07 0.012514
0.38 0.07 0.012678
0.39 0.07 0.012852
0.40 0.07 0.013038
0.41 0.07 0.013234
0.42 0.07 0.013440
0.42 0.07 0.013655
0.43 0.07 0.013880
0.45 0.07 0.014113
0.46 0.07 0.014354
0.47 0.07 0.014603
